Ullage  (cm.),Tank,-1,0,1,2,3,4
470,1S,8917.1,8913.2,8909.3,8905.4,8901.4,8897.5
475,1S,8891.4,8887.5,8883.7,8879.7,8875.8,8871.8
480,1S,8865.7,8861.9,8858,8854.1,8850.1,8846.1
485,1S,8840.1,8836.2,8832.3,8828.4,8824.5,8820.5
490,1S,8814.4,8810.5,8806.7,8802.7,8798.8,8794.8
495,1S,8788.7,8784.9,8781,8777.1,8773.1,8769.1
500,1S,8763.1,8759.2,8755.3,8751.4,8747.5,8743.5
505,1S,8737.4,8733.6,8729.7,8725.7,8721.8,8717.8
510,1S,8711.7,8707.9,8704,8700.1,8696.1,8692.1
515,1S,8686.1,8682.2,8678.3,8674.4,8670.5,8666.5
520,1S,8660.4,8656.6,8652.7,8648.8,8644.8,8640.8
525,1S,8634.7,8630.9,8627,8623.1,8619.1,8615.1
530,1S,8609.1,8605.2,8601.3,8597.4,8593.5,8589.5
535,1S,8583.4,8579.6,8575.7,8571.8,8567.8,8563.8
540,1S,8557.8,8553.9,8550,8546.1,8542.1,8538.1
545,1S,8532.1,8528.2,8524.4,8520.4,8516.5,8512.5
550,1S,8506.4,8502.6,8498.7,8494.8,8490.8,8486.8
555,1S,8480.8,8476.9,8473,8469.1,8465.1,8461.1
560,1S,8455.1,8451.2,8447.4,8443.4,8439.5,8435.5
565,1S,8429.4,8425.6,8421.7,8417.8,8413.8,8409.8
570,1S,8403.8,8399.9,8396,8392.1,8388.1,8384.1
575,1S,8378.1,8374.3,8370.4,8366.4,8362.5,8358.5
580,1S,8352.4,8348.6,8344.7,8340.8,8336.8,8332.8
585,1S,8326.8,8322.9,8319,8315.1,8311.1,8307.1
590,1S,8301.1,8297.3,8293.4,8289.4,8285.5,8281.5
595,1S,8275.4,8271.6,8267.7,8263.8,8259.8,8255.8
600,1S,8249.8,8245.9,8242,8238.1,8234.1,8230.1
605,1S,8224.1,8220.3,8216.4,8212.5,8208.5,8204.5
610,1S,8198.5,8194.6,8190.7,8186.8,8182.8,8178.8
615,1S,8172.8,8168.9,8165.1,8161.1,8157.1,8153.1
620,1S,8147.1,8143.3,8139.4,8135.5,8131.5,8127.4
625,1S,8121.5,8117.6,8113.7,8109.8,8105.8,8101.8
630,1S,8095.8,8091.9,8088.1,8084.1,8080.1,8076.1
635,1S,8070.1,8066.3,8062.4,8058.5,8054.5,8050.4
640,1S,8044.5,8040.6,8036.7,8032.8,8028.8,8024.8
645,1S,8018.8,8015,8011.1,8007.1,8003.1,7999.1
650,1S,7993.1,7989.3,7985.4,7981.5,7977.5,7973.4
655,1S,7967.5,7963.6,7959.7,7955.8,7951.8,7947.8
660,1S,7941.8,7938,7934.1,7930.1,7926.1,7922.1
665,1S,7916.1,7912.3,7908.4,7904.5,7900.5,7896.4
670,1S,7890.5,7886.6,7882.7,7878.8,7874.8,7870.8
675,1S,7864.8,7861,7857.1,7853.1,7849.2,7845.1
680,1S,7839.2,7835.3,7831.4,7827.5,7823.5,7819.4
685,1S,7813.5,7809.6,7805.8,7801.8,7797.8,7793.8
690,1S,7787.8,7784,7780.1,7776.1,7772.2,7768.1
695,1S,7762.2,7758.3,7754.4,7750.5,7746.5,7742.4
700,1S,7736.5,7732.7,7728.8,7724.8,7720.8,7716.8
705,1S,7710.8,7707,7703.1,7699.2,7695.2,7691.1
710,1S,7685.2,7681.3,7677.4,7673.5,7669.5,7665.4
715,1S,7659.5,7655.7,7651.8,7647.8,7643.8,7639.8
720,1S,7633.8,7630,7626.1,7622.2,7618.2,7614.1
725,1S,7608.2,7604.3,7600.4,7596.5,7592.5,7588.4
730,1S,7582.5,7578.7,7574.8,7570.8,7566.8,7562.8
735,1S,7556.8,7553,7549.1,7545.2,7541.2,7537.1
740,1S,7531.2,7527.3,7523.4,7519.5,7515.5,7511.4
745,1S,7505.5,7501.7,7497.8,7493.8,7489.8,7485.8
750,1S,7479.9,7476,7472.1,7468.2,7464.2,7460.1
755,1S,7454.2,7450.3,7446.5,7442.5,7438.5,7434.4
760,1S,7428.5,7424.7,7420.8,7416.8,7412.8,7408.8
765,1S,7402.9,7399,7395.1,7391.2,7387.2,7383.1
770,1S,7377.2,7373.4,7369.5,7365.5,7361.5,7357.4
775,1S,7351.5,7347.7,7343.8,7339.8,7335.8,7331.8
780,1S,7325.9,7322,7318.1,7314.2,7310.2,7306.1
785,1S,7300.2,7296.4,7292.5,7288.5,7284.5,7280.4
790,1S,7274.5,7270.7,7266.8,7262.8,7258.8,7254.8
